And, while the wide earth echoing rung 	b
I ne'er had raised this coward cry 	b
To leave our children slaves ! 	b
She heard the river's restless wave 	b
The vast crowds vanished every one ; 	b
And 'mid flowery, smiling plains ; 	b
That we may overflow the sky 	b
I shall smile when wreaths of snow 	b
Till the tufted leaves of the garden bower 	b
But not of wail for men ! 	b
Ah ! no : with louder sound 	b
Gone by as if they 'd never been ; 	b
No ; turn towards the western side. 	b
Or unreal phantoms of distress ! 	b
Her spirit is the unfathomed lake 	b
Adoring virtue's distant star. 	b
ON a sunny brae alone I lay 	b
Wrought up in rain and wailing wind : 	b
Youthful he seemed but worn as they 	b
THE evening sun was sinking down 	b
Exhausted with repinings vain, 	b
The grass-grown grave, did lie, 	b
Daughter divine ! and could his gaze 	b
Where will these bright things be ? 	b
The grand remains of ancient state. 	b
And, all for listening, never sleep. 	b
In all His works displayed. 	b
To greet the general glow. 	b
With a wild and passing thrill, 	b
Are shadowed by her hand at last 	b
grant thy prayer ? 	b
To wander through the snow. 	b
Nor ever let my spirit tire, 	b
And while on that reflected face 	b
And cold suspicion never rise ; 	b
Where thou, and I, and Liberty, 	b
Burned within the avenging flame : 	b
It is but thought full many a night 	b
For them a thousand hopes remain, 	b
The evening comes before the noon, 	b
With heart as summer sunshine light 	b
A wanderer o'er the Atlantic main ; 	b
Till sorrow's source were dry, 	b
Could that sacrifice have purchased 	b
Its green boughs in the breezy sky. 	b
And cheek almost as white as death, 	b
Was it with the fields of green, 	b
Have long forgot their vow ; 	b
The flowers of Fancy, newly-blown : 	b
The starry halls of Elrington 	b
This glorious vision of a grove, 	b
New glories o'er the blighted spring, 	b
Wild the road, and rough and dreary ; 	b
And yet there is or seems at least to be 	b
1 Our guests are darkly lodged,' I whisper'd, gazing 	b
And only wake with you ! 	b
Bowed lowest at thy shrine, 	b
The little glittering spirits sung, 	b
And every vision of old Afric's shore 	b
And my remorse shall die. 	b
And sweeter hope, when hope despairs ! 	b
When the wearied host of the conqueror lies 	b
And the purple violet sweet ; 	b
This day on Elmor Hill ! ! ! ' 	b
While heaven and earth are whispering me, 	b
His own creation's dread despair ! 	b
King Julius lifts his impious eye 	b
Round her returning sight appear 	b
In English fields my limbs were laid, 	b
I dreamt one dark and stormy night 	b
The spirit sent his dazzling gaze 	b
It gathers up thoughts akin to madness, 	b
My heart's blood flows to buy the blessing to 	b
I was at peace, and drank your beams 	b
Might fill with sympathy. 	b
To twilight's shade forlorn ? 	b
What made her weep, what made her glide 	b
A wider sound than mountain wind 	b
Yet still steeped in memory's dyes 	b
Above me, in that stormless sea, 	b
I long to hope that all the woe 	b
In summer's pride imbue 	b
Then I shall rest, while thou wilt weep. 	b
Yet ever in my grateful breast 	b
Where thick the leaves are dancing, 	b
It was thus I said as her graceful head 	b
My mortal flesh you might debar, 	b
They gain the rock's steep wall. 	b
Ye earthly cares begone ! 	b
Or Virtue crouched to Infamy ; 	b
For I Ve been consecrate to grief 	b
Some were dazzling like the sun ; 	b
That struggles in thy breast 	b
A murmuring round the wall. 	b
My downy couch with silk was hung. 	b
And helpless Reason warn in vain ; 	b
Glides through the maze of pleasure wild. 	b
And Peace, the lethargy of Grief ; 	b
And Hope, a phantom of the soul ; 	b
He ever held in his arms. 	b
LADYBIRD ! ladybird ! fly away home, 	b
And trembling yet to hear his name, 	b
While nightly stars are burning, 	b
While evening pours its silent dew, 	b
And will not heaven itself bestow 	b
I trust not to thy phantom bliss, 	b
'My master's voice is low, his aspect bland and 	b
Yet the faint wind comes soothingly 	b
Round walls where only you are vigil keeping? 	b
To-morrow both shall soar away, 	b
Winds sigh as you are sighing, 	b
Entreating, till his eyes o'erflowed, 	b
Gaze on the wretch recall to mind 	b
My spirit should startle their rest and tell, 	b
Since misery was such misery. 	b
To dungeons where a prisoner lies? 	b
PLEAD FOR ME 	b
STILL beside that dreary water 	b
And now the twilight calm and sweet 	b
They stood by mute and pale ; 	b
Restored into the Deity.' 	b
And tell why I have chosen thee ! 	b
A prayer that would come forth altho' it lingered 	b
And twenty years of tyrant pride 	b
O'er all the crossing thoughts that overflowed. 	b
No, radiant angel, speak and say 	b
And it sprung and flourished ; 	b
Thou bear'st the dim tie of ceaseless dreams, 	b
The earth shone round with a long-lost charm : 	b
For Thine own sake, be Thou its guide, 	b
It had gathered beauty from sunshine and shower, 	b
BETWEEN distress and pleasure 	b
Glance from her eyes, with mimic rays, 	b
The moor-lark in the air, 	b
And saw my offerings on their shrine ; 	b
I thought that Gabriel's self had come 	b
Weighed beneath a mortal sleep ; 	b
So, with a ready heart, I swore 	b
To seek their altar-stone no more ; 	b
His soul has felt the storm below, 	b
Behold him 1 	b
And set my spirit free ? 	b
He must have once been beautiful, 	b
Because we dare not stay to gain 	b
Like vultures round their prey. 	b
A weak and helpless prey ! 	b
How loud the storm sounds round the hall ! 	b
My darling pain that wounds and sears, 	b
Rude the couch that rests us weary ; 	b
Rested from the battle's roar ; 	b
As she would seek repose ; 	b
Mine eye to meet her eye ; 	b
And am I wrong to worship where 	b
wind that blows ; 	b
Of heavy rain or tempest near. 	b
Would part and sunlight shone between, 	b
And tell why I have chosen thee ! 	b
* THE evening passes fast away, 	b
Lips, that did breathe no murmuring 	b
The wild birds raise their brood ; 	b
What feelings in thy breast?' 	b
One moment, ere I go 	b
Of labour hardly done ; 	b
A thousand thousand silvery lyres 	b
But this world's life has much to dread, 	b
What shadow is it 	b
Bliss like thine is bought by years 	b
'Tis sweet to wander here at night, 	b
I 'M happiest now when most away 	b
One gleam of her heaven-bright face to see. 	b
And Time should Fate condemn ; 	b
Which coming death denied ; 	b
* Then art thou glad to seek repose ? 	b
The bee among the heather bells 	b
AND first an hour of mournful musing, 	b
And earth looks back so dazzling bright 	b
As the dear friend untimely called away ; 	b
And call a lovelier Life from Death, 	b
I breathed not but to send above 	b
That comforts me while thou art here, 	b
Palace and temple crown the glade. 	b
As one who mourns the dead. 	b
Why did the morning dawn to break 	b
And would not pass away ! 	b
Lament their absence drear ; 	b
Over my western beauty's grave, 	b
Patriot fathers' bloody tombs ; 	b
Would rather fight than rest. ' 	b
No ; that tree with branches riven 	b
And sleet and frozen gloom ? 	b
With my dear comrades young and gay, 	b
This very crowd is vacancy ; 	b
I chide with my soul I bid it cherish 	b
From bleak December's sky ? 	b
They deluge my heart like the rain 	b
Within its mossy cell. 	b
How gloomy grows the night ! Tis Gondal's 	b
But God is not like human kind, 	b
Shall meet our dearest, when we die ; 	b
Buried in moors and mountains wild, 	b
Defeat serenely borne, 	b
Which but because more broken gleams 	b
And visions rise, and change, that kill me with 	b
The tiny fountain, churning spray 	b
Saved thee from a deadlier thrall. 	b
Even where he yearns to be I 	b
From the fresh root of Eternity ! 	b
And I may sing and muse aloud, 	b
Their timid forms to guard from harm ; 	b
I love thee, boy, for all divine, 	b
From the dark marble to the sky, 	b
Sorrow passed, and plucked the golden blossom ; 	b
And hush that music's solemn sound, 	b
But, within its parent's kindly bosom, 	b
My love, altho' the very dead 	b
Without the veil between. 	b
Can friendship's flower droop for years 	b
Will forsake thy memory, 	b
All mist and tempest free? 	b
And, behold ! with tenfold increase blessing, 	b
Spring adorned the beauty-burdened spray ; 	b
The moonbeams softly shine. 	b
For many a week and many a day 	b
The waveless ocean of repose. 	b
Than Native's heaven can pour. 	b
Down through that ocean's gloomy night ; 	b
Cruel Death ! The young leaves droop and 	b
When flowers were closed and day was o'er 	b
No ! the morning sunshine mocks my anguish 	b
The thrilling shouts of fighting men, 	b
She was cruel in her fear ; 	b
Was only sullen there ! 	b
If our vessels sailed adverse on life's stormy main. 	b
AT CASTLE WOOD 	b
But as in fit of peevish woe, 	b
'Cumber the spirit that would soar 	b
The outward tumult seemed to assuage 	b
Out to the park this dreary day, 	b
She turns from heaven a tearless eye 	b
Even weeping o'er that wretch's woe ; 	b
And mingled with a foreign mould. 	b
One sign of sympathising woe, 	b
A snowy brow in ringlets small, 	b
Till at last, all old links broken, 	b
Vain as thou wert, and weak as vain, 	b
Make answer far and near. 	b
And this is just the joyous hour 	b
Thy soul is powerless over mine.' 	b
She would not, in her tranquil sleep, 	b
She thought when that confession crossed 	b
Do I despise the timid deer, 	b
Chain and bar and dungeon wall 	b
And heaven itself, so pure and blest, 	b
And still entreated him to stay. 	b
And he was once an ardent boy ; 	b
I saw His wisdom and His power 	b
And nothing in the twilight sky 	b
How can I rouse my sinking soul 	b
Say, ' Earth, lie lightly on that breast, 	b
Tortured Gondal's liberty ! 	b
The wind blew from the sea. 	b
But the joy of life was flown 	b
And every window glistens bright 	b
With leaves of frozen dew. 	b
O look again, for still on high 	b
And lights your room like day ; 	b
Bright be thine eyes, undimmed their dazzling 	b
We thought, t When winter comes again. 	b
Ere I would call its glories mine ; 	b
Its root has felt a worm, 	b
Why dost thou repeat again 	b
Till those dark orbs o'erflowing fast 	b
4 Listen ! I Ve known a burning heart, 	b
' Edward, awake, awake 	b
And every time its measured call 	b
A thousand forms, a fearful gloom ; 	b
Or gleams the sun amongst the mists of care? 	b
' When tempests roar on the lonely shore 	b
The aimless, heedless carelessness 	b
His red heart's blood drenched my dagger ; 	b
The music of the Sabbath bell. 	b
The sunshine of a summer's sun 	b
My cold heart, underneath my hand, 	b
Or wakes the breeze in the swaying trees 	b
THE day is done, the winter sun 	b
The heart is dead in infancy, 	b
To hide the streaming tear. 	b
Nor marked how from his own young 	b
To-morrow, Scorn will blight my name, 	b
Thus poured she in that cavern wild 	b
Will load me with a coward's shame 	b
'Twas thus I thought, an hour ago, 	b
And at each belt a weapon dire, 	b
Too heavenly now, but doomed to be, 	b
I cannot find a haven. 	b
When thy heart bounds ardently, 	b
His followers went out with Jubilee, 	b
Their dust is mingled with the sod, 	b
Should cause such bitter woe? 	b
Sad thoughts rose in my mind. 	b
For, who forgives the accursed crime 	b
The violet's eye might shyly flash, 	b
OH, thy bright eyes must answer now, 	b
Thy presence waked a thrilling tone 	b
Where can the weary lay his head, 	b
There have been times when this was drear, 	b
But, traitor, traitor, from that word 	b
All true breasts shrink away ! 	b
The spirit above my couch was bending. 	b
A slave, because I rule thee still ; 	b
As I can hear the ocean's fall 	b
My honour's name to spare ! 	b
And earth seemed such an alien home 	b
* What seek you now on this bleak moor brow, 	b
A sound of music reached my ear : 	b
And there you pass, in happy dreams, 	b
Sternly denied its burning wish to hasten 	b
Into hopeless, endless mourning. 	b
All those disturbed waves decrease 	b
Stern duty stores for me. 	b
Every leaf speaks bliss to me, 	b
That thou didst visit me? 	b
Though it roar in thunder wild, 	b
Tears have left ghastly traces there, 	b
I AM the only being whose doom 	b
And doubly will the dark world grieve me, 	b
Fast asleep and almost dying, 	b
Are brushing off the scented dew, 	b
Must always end in gloom ; 	b
Midnight moonlight's holy shrine. 	b
It closes with a tomb ! 	b
From thought of grief are free. 	b
Danger, and guilt, and darkness lie, 	b
Weary to watch the spirit languish 	b
Through years of dead despair. 	b
So, if a tear, when thou art dying, 	b
Since I beheld another dwelling. 	b
When I am not, and none beside, 	b
For wild those gusts, and well their chimes 	b
That cold departure pictures mine. 	b
My deadliest pains might die ; 	b
False she was, and unrelenting ; 	b
Seems it not that eve's declining 	b
Of dastard treachery ? 	b
Though comet-like its course was run ; 	b
As wise, to mourn the seed which grew 	b
Upon her dying mind, 	b
Its gentle ray cannot control 	b
It comes at last to cancel time, 	b
Which since this morn laid many low ; 	b
Around me, wretches uttering praise, 	b
Or howling o'er their hopeless days, 	b
It breathed from its heart invisible. 	b
A brotherhood of misery, 	b
That it quenches e'en now the vital spark, 	b
Whose madness daily maddened me, 	b
Arouse thee from thy dreams I 	b
Escape earth's dungeon tomb ? 	b
But only give me back my tears, 	b
What seems the vilest, even like thine 	b
As if to invite the smiling skies ; 	b
Of seraph's song, and demon's moan ; 	b
In concord with her reddening cheek. 	b
As sculptured marble saint, or slumbering un- 	b
And far away in woody dell 	b
I stole away from crowds and light 	b
There like a wild beast turns he back, 	b
Lavished glory on that second May ! 	b
The mortal strife that then befell ; 	b
And yet a little longer speak, 	b
4 Yet moved she not ; she only raised 	b
An earnest grief a strong desire 	b
The city's murmur softly blends 	b
That we must long till life be done ; 	b
As thick as morning's tears ; 	b
That heaven which my sweet lover's brow 	b
His frequent sighs, long-drawn and deep, 	b
And Love I laugh to scorn ; 	b
Could I have seen my country smile ? 	b
A hundred fights for them ! 	b
Little moss-rose, cease to weep, 	b
Their cruel strife may close ; 	b
Will tread its labyrinths alone. 	b
Oh, thy sweet tongue must plead for me 	b
Yes, as my swift days near their goal, 	b
'Tis all that I implore ; 	b
In life and death a chainless soul, 	b
And oh ! above the best of those 	b
If ranks beneath the cannon fall, 	b
I repent not that which my hand has done 	b
And I can sing and I can smile, 	b
Alike, while I have holiday. 	b
Where wilt thou go, my harassed heart 	b
To aid a spirit lost in crime, 	b
What spot, or near or far apart, 	b
Lights me till my life is done ; 	b
There is a spot, 'mid barren hills, 	b
And high its arched windows rise, 	b
The last full cup of triumph drink, 	b
Nor yet the ocean's wave. 	b
Bring good in rising, leave peace in decline, 	b
Sighed at first, but sighed not long ; 	b
Grows as green in April rain, 	b
One glance revealed how little care 	b
The mute bird sitting on the stone, 	b
I was not tired, my darling one, 	b
I saw to-day my enemy. 	b
For ever present to my eye, 	b
My worn heart throbs so wildly 	b
The alien firelight died away ; 	b
And seen in mist and moonlit stone, 	b
I am speaking of a later stroke, 	b
But mine sank sad and low ! 	b
And all do homage to their will, 	b
A distant, dreamy, dim blue chain 	b
And when I laughed they all replied ; 	b
'Till the dread burst breaks forth once more 	b
So sweet, so soft, so hushed an air ; 	b
And as blithely as of yore 	b
When the pen that motto drew. 	b
But long lies the dew on its crimson leaves, 	b
Up rose he, and stretched forth his hand, 	b
And revelled in my changeful dreams, 	b
Marked out the tracks of wandering sheep. 	b
Of each dark night and dim, beclouded day. 	b
I gazed within thine earnest eyes 	b
Brought to earth the fluttering game : 	b
Restraint and heavy task recoil. 	b
The vault, whose grated eye showed heaven more 	b
Who spend too soon their youthful day. 	b
The common paths that others run ; 	b
That centre all the joys of years. 	b
That waves in summer air : 	b
Wears not a cloud that speaks of gloom. 	b
To soothe my spirit's care. 	b
From morning's faintest dawning 	b
Begilt with tasselled cords of gold, 	b
Wilt thou prove faithless now ? 	b
I 'd fling the brand in the hissing sea, 	b
So often to the unopened door? 	b
Have sought one gleam of mercy there ! 	b
Across the mountain stream. 	b
A few years of captivity, 	b
And ice upon the glancing stream 	b
You 've tracked me to a lonely spot. 	b
Earth's wilderness was round me spread, 	b
And night obscure his way ; 	b
Mysterious it rose from the billowy moor. 	b
Because they have no stay but thine. 	b
With thunder volleys rolling on before 	b
The sting of anguish drear/ 	b
Re-echo back again. 	b
'Tis better far away ; 	b
They who have been our life, our soul, 	b
Geraldine, wilt thou delay? 	b
For, oh ! when chill the sunbeams fall 	b
My soul, another love. 	b
Following the bend of Aspin's side, 	b
But, if there be a God above, 	b
The whole devoured and lost in death ! 	b
Ere evening far away. 	b
I could think in the withered grass 	b
The loving spirit lingers long, 	b
I turned me from that young saint's bed 	b
Through th' autumnal sky ; 	b
I watch this cloudy evening fall, 	b
For whom his spirit unforgiven 	b
Sweet voices in the halls resound, 	b
Did my exiled spirit grieve. 	b
O no, it was not this ! 	b
'Tis the last line of the woeful song ; 	b
My tortured limbs in dungeons bind, 	b
' It was spring, and the skylark was singing * ; 	b
With a solemn, plaintive sound. 	b
And waken unavailing tears. 	b
Nor absence, nor distance can quell. 	b
And lonely I am pining, 	b
They uttered the music of May ; 	b
Far less when evening's pensive hour 	b
To that deep and swelling river 	b
While thy heart suffers there. 	b
And there were garments spread, 	b
No ten can deal such deadly misery 	b
To walk by the hill-torrent's side ! 	b
It is swelled with the first snowy weather ; 	b
The rocks they are icy and hoar, 	b
Arthur, brother, we returned 	b
Fierce grew Rosina's gloomy gaze ; 	b
There are no yellow stars on the mountain ; 	b
'Tis here 'tis there, 'tis nowhere oh ! my soul, 	b
Gaze not so earnestly upon 	b
Leagues on leagues are left behind 	b
But lovelier than corn-fields all waving 	b
All thy cold and scornful pride, 	b
My spirit drank a mingled tone, 	b
I would have dreary weather, 	b
'Tis thus that human minds will turn, 	b
And envied such despair. 	b
I paused, confounded and distracted, 	b
A lip of cruel scorn ; 	b
To where those signal lights are burning, 	b
And swift were the wings to our feet given, 	b
Their brows are unshadowed, undimmed by woe. 	b
What sudden power the fancy hath 	b
That vision of a mighty host 	b
And this shall be my dream to-night ; 	b
I shall be a dream to thee. 	b
For the moors, where the linnet was trilling 	b
My present entity ! 	b
Within itself may tell ! 	b
And fair it budded day by day 	b
His features in the wave. 	b
Yawned in the city's reeling wall, 	b
On the brow of a lonely hill kneeling, 	b
In my Redeemer's name 	b
And proud its mighty columns show 	b
It feels no sympathy 	b
I hurried down the dark oak stair ; 	b
When I was hardly six years old, 	b
But not the loved music, whose waking 	b
No fear of grief in her bright eyes should quiver ; 	b
In frozen mist arrayed. 	b
Sweet land of light ! Thy children fair 	b
A mutual immortality. 	b
And sprang up to a glorious birth 	b
Needst thou then dissemble sorrow, 	b
Those tears had been heaven to me. 	b
Well well ; the sad minutes are moving, 	b
Though loaded with trouble and pain ; 	b
And some time the loved and the loving 	b
Shall meet on the mountains again I 	b
How could I ask for pitying love, 	b
Thus to the man of sin he spoke : 	b
ward votary, and to recall within his influence the proud mind 	b
And murmur, summer-streams 	b
Some nameless thing which hid not grace, 	b
She strikes it off with little care ; 	b
Shall nature cease to bow ? 	b
From such a lethargy ? 	b
Whose streets stretch round so ceaselessly. 	b
O do not think that God can leave, 	b
Subdued both grief and passion wild. 	b
Loud was the sudden gust of woe 	b
A burdened heart I bear, 	b
' Because, I hoped while they enjoyed, 	b
This shadow should night's welcome be ; 	b
When wounded he wins to the darkest wood, 	b
Sinks from the summer sky, 	b
To watch through all eternity, 	b
And then a captive's tomb. 	b
My ear drank his dying sigh. 	b
But check those coward sobs, and bring 	b
And keep it still divine 	b
Though burning thoughts that spurn control, 	b
That thy dear blood was poured in vain.' 	b
Then art thou not my golden June, 	b
Yet few would ask a heaven 	b
More like this earth than thine. 	b
Then let my winds caress thee ; 	b
But what will winter bring? 	b
Must first be utterly forgot. 	b
And earthly change from pain to pain, 	b
HERE again is the same mind in converse with a like 	b
Rank, beauty, wealth, and power combine 	b
Halos ! O far too bright to shine 	b
The opening sea seemed smooth at last ; 	b
A cloudless moon shone through 	b
* Nay, rather, Gondal's shaken throne 	b
* Douglas, he pleaded bitterly, 	b
I need not sink beneath my woes ; 	b
And yet, through every magic change, 	b
The young and aged tree, 	b
Her forehead, drooped like lily pale. 	b
I needed not its breathing 	b
Her children are rank and her kingdom's spread far. 	b
For him no tear his stern eye shed 	b
How dark the woods will be ! 	b
4 The thick leaves in my murmur 	b
It breaks upon the awful roar 	b
The time of grace is past, 	b
' Well, since it must be told, Lady, 	b
Thy perished faith shall spring to life, 	b
The ringlets of his long black hair 	b
Over the Eden of his soul ; 	b
Love, and its own life, had power to keep it 	b
All round the hot and glaring sky 	b
That dearest boon was given ; 	b
In their own course to flow.' 	b
Evince my gratitude ! 	b
Oh no ; these brighter visions vast 	b
IN MEMORY OF 	b
' 1 '11 win thee 'gainst thy will. 	b
Ere his quivering limbs, all foam-flecked, 	b
They say, ' Zalona celebrates 	b
For Nature's sad reality, 	b
And on its green bank, bathed in gore, 	b
Have slaves subdued the free? 	b
Beneath the church-aisle stone, 	b
And Truth may rudely trample down 	b
And thou for being alone.' 	b
lut dreary, strange, and pale and cold. 	b
It tumbled in an inky sea. 	b
which it is stayed. 	b
' AYE there it is ! it wakes to-night 	b
Deep feelings I thought dead ; 	b
That lulling monotone did sing 	b
To cover deeds untrue, 	b
My lonely years had known. 	b
And by thine eyes' full gaze, 	b
And by the words thou scarce dost speak, 	b
The anguish in my breast, 	b
Besides the mist is half withdrawn, 	b
The moon of summer pours 	b
I weary for that land divine, 	b
O'er each familiar tower. 	b
1 It is hope's spell that glorifies, 	b
That welled from mortal grief, I knew 	b
I HAVE gone backward in the work, 	b
The whisper of its fall : 	b
But those were in the early glow 	b
From thine own influence free ; 	b
That clay he feels will not for ever 	b
Come, leave thy dwelling dark and cold, 	b
1 Thus truly, when that breast is cold, 	b
Thy prisoned soul shall rise ; 	b
The dungeon mingle with the mould 	b
Dire region of most mighty woe, 	b
And is her mirror broke at last 	b
Quietly fed in grassy dells ; 	b
One glimpse of that unearthly form 	b
It treads a forest wide, 	b
The ardent, and the happy breast, 	b
The sullen clouds lay all unbroken 	b
And though its wind repining grieved, 	b
For ever on my heart ! 	b
The holly is dark when the rose-brier blooms, 	b
Hopes quenched, and rising thoughts subdued, 	b
* And hope can hardly deck the cheek 	b
And in the zenith of his fame 	b
And just like his its ringlets bright, 	b
Oppressive mystery hung ; 	b
Though wasted sore with sorrow, 	b
What do these brazen tongues proclaim ? 	b
One task alone remains thy pictured face to view, 	b
THE ELDER'S REBUKE 	b
For nothing nearer paradise 	b
Yes, by the tears I Ve poured, 	b
Kneeling on the blood-stained heath 	b
Watch life's bubbles float away : 	b
To rouse its flickering radiance higher ; 	b
Comes on the increasing roar ! 	b
Oh, in the days of ardent youth 	b
Their dark, their deadly ray would more than 	b
Where that perished sapling used to be ; 	b
Remembrance of his early home 	b
Pondered and approved at last : 	b
Thank the power that banished thee ; 	b
* Glorious is the prize of Duty, 	b
Are quenched in morning dull and grey? 	b
Thy comrades to the camp retire ; 	b
Rests such a shade of deep despair, 	b
Youth's early sunshine was poured on his 	b
She sat without the grated den, 	b
A winter's night. 	b
Heedless feet to gulfs of crime. 	b
For those whose bodies rest in sleep, 	b
That from which it sprung Eternity. 	b
When stealing on to lady's bower, 	b
With looks and smiles divine ! 	b
Far down from heaven its silver flood 	b
That wherever I wander, my heart is with thee. 	b
4 The lays I love so well.' 	b
Virtue is not won by fears.' 	b
Thoughts shut within the silent tomb, 	b
So would I fearful vigil keep, 	b
To send to hell my mortal foe. 	b
Walked by the lightsome touch of pleasure : 	b
Had he ne'er met a gentler teacher, 	b
I saw the burning sunshine fall, 	b
In his most burning mood ; 	b
Heavy and dull as lead. 	b
Might haply dawn above ; 	b
