Leaving thee living in posterity?	s
Be not self-will'd, for thou art much too fair	s
Lo! in the orient when the gracious light	s
Lifts up his burning head, each under eye	s
Doth homage to his new-appearing sight,	s
Serving with looks his sacred majesty;	s
And having climb'd the steep-up heavenly hill,	s
Resembling strong youth in his middle age,	s
Yet mortal looks adore his beauty still,	s
Attending on his golden pilgrimage;	s
But when from highmost pitch, with weary car,	s
Like feeble age, he reeleth from the day,	s
The eyes, 'fore duteous, now converted are	s
From his low tract and look another way:	s
So thou, thyself out-going in thy noon,	s
Unlook'd on diest, unless thou get a son.	s
Music to hear, why hear'st thou music sadly?	s
Sweets with sweets war not, joy delights in joy.	s
Why lovest thou that which thou receivest not gladly,	s
That is so proud thy service to despise,	s
Look in thy glass, and tell the face thou viewest	s
By unions married, do offend thine ear,	s
They do but sweetly chide thee, who confounds	s
In singleness the parts that thou shouldst bear.	s
Mark how one string, sweet husband to another,	s
Strikes each in each by mutual ordering,	s
Resembling sire and child and happy mother	s
Who all in one, one pleasing note do sing:	s
Whose speechless song, being many, seeming one,	s
Sings this to thee: 'thou single wilt prove none.'	s
Is it for fear to wet a widow's eye	s
That thou consumest thyself in single life?	s
Ah! if thou issueless shalt hap to die.	s
The world will wail thee, like a makeless wife;	s
The world will be thy widow and still weep	s
That thou no form of thee hast left behind,	s
When every private widow well may keep	s
By children's eyes her husband's shape in mind.	s
Look, what an unthrift in the world doth spend	s
Shifts but his place, for still the world enjoys it;	s
But beauty's waste hath in the world an end,	s
And kept unused, the user so destroys it.	s
No love toward others in that bosom sits	s
That on himself such murderous shame commits.	s
For shame! deny that thou bear'st love to any,	s
And so the general of hot desire	s
Grant, if thou wilt, thou art beloved of many,	s
But that thou none lovest is most evident;	s
For thou art so possess'd with murderous hate	s
That 'gainst thyself thou stick'st not to conspire.	s
Seeking that beauteous roof to ruinate	s
Which to repair should be thy chief desire.	s
'I hate' from hate away she threw,	s
Shall hate be fairer lodged than gentle love?	s
Be, as thy presence is, gracious and kind,	s
Or to thyself at least kind-hearted prove:	s
That beauty still may live in thine or thee.	s
As fast as thou shalt wane, so fast thou growest	s
In one of thine, from that which thou departest;	s
Thou mayst call thine when thou from youth convertest.	s
Without this, folly, age and cold decay:	s
If all were minded so, the times should cease	s
And threescore year would make the world away.	s
Let those whom Nature hath not made for store,	s
Harsh featureless and rude, barrenly perish:	s
She carved thee for her seal, and meant thereby	s
Those lips that Love's own hand did make	s
When I do count the clock that tells the time,	s
And see the brave day sunk in hideous night;	s
When I behold the violet past prime,	s
When lofty trees I see barren of leaves	s
Which erst from heat did canopy the herd,	s
And summer's green all girded up in sheaves	s
Borne on the bier with white and bristly beard,	s
Then of thy beauty do I question make,	s
That thou among the wastes of time must go,	s
Since sweets and beauties do themselves forsake	s
And nothing 'gainst Time's scythe can make defence	s
Save breed, to brave him when he takes thee hence.	s
O, that you were yourself! but, love, you are	s
No longer yours than you yourself here live:	s
Against this coming end you should prepare,	s
And your sweet semblance to some other give.	s
Find no determination: then you were	s
Yourself again after yourself's decease,	s
Who lets so fair a house fall to decay,	s
Which husbandry in honour might uphold	s
Against the stormy gusts of winter's day	s
And barren rage of death's eternal cold?	s
O, none but unthrifts! Dear my love, you know	s
You had a father: let your son say so.	s
Not from the stars do I my judgment pluck;	s
And yet methinks I have astronomy,	s
But not to tell of good or evil luck,	s
Of plagues, of dearths, or seasons' quality;	s
Making a famine where abundance lies,	s
Or say with princes if it shall go well,	s
By oft predict that I in heaven find:	s
But from thine eyes my knowledge I derive,	s
And, constant stars, in them I read such art	s
If from thyself to store thou wouldst convert;	s
Or else of thee this I prognosticate:	s
Thy end is truth's and beauty's doom and date.	s
The boy for trial needs would touch my breast;	s
That this huge stage presenteth nought but shows	s
Whereon the stars in secret influence comment;	s
Cheered and check'd even by the self-same sky,	s
Vaunt in their youthful sap, at height decrease,	s
And wear their brave state out of memory;	s
Then the conceit of this inconstant stay	s
Sets you most rich in youth before my sight,	s
Where wasteful Time debateth with Decay,	s
To change your day of youth to sullied night;	s
And all in war with Time for love of you,	s
But wherefore do not you a mightier way	s
Make war upon this bloody tyrant, Time?	s
And fortify yourself in your decay	s
With means more blessed than my barren rhyme?	s
Now stand you on the top of happy hours,	s
Much liker than your painted counterfeit:	s
So should the lines of life that life repair,	s
Which this, Time's pencil, or my pupil pen,	s
No marvel then, though I mistake my view;	s
Can make you live yourself in eyes of men.	s
To give away yourself keeps yourself still,	s
And you must live, drawn by your own sweet skill.	s
Who will believe my verse in time to come,	s
Though yet, heaven knows, it is but as a tomb	s
Which hides your life and shows not half your parts.	s
If I could write the beauty of your eyes	s
And in fresh numbers number all your graces,	s
The age to come would say 'This poet lies:	s
Such heavenly touches ne'er touch'd earthly faces.'	s
So should my papers yellow'd with their age	s
Be scorn'd like old men of less truth than tongue,	s
And your true rights be term'd a poet's rage	s
But were some child of yours alive that time,	s
Commanded by the motion of thine eyes?	s
Thou art more lovely and more temperate:	s
Rough winds do shake the darling buds of May,	s
And summer's lease hath all too short a date:	s
Sometime too hot the eye of heaven shines,	s
And often is his gold complexion dimm'd;	s
And every fair from fair sometime declines,	s
By chance or nature's changing course untrimm'd;	s
But thy eternal summer shall not fade	s
And let that pine to aggravate thy store;	s
Nor shall Death brag thou wander'st in his shade,	s
When in eternal lines to time thou growest:	s
So long as men can breathe or eyes can see,	s
So long lives this and this gives life to thee.	s
Devouring Time, blunt thou the lion's paws,	s
And make the earth devour her own sweet brood;	s
Pluck the keen teeth from the fierce tiger's jaws,	s
And burn the long-lived phoenix in her blood;	s
Make glad and sorry seasons as thou fleets,	s
And do whate'er thou wilt, swift-footed Time,	s
To the wide world and all her fading sweets;	s
But I forbid thee one most heinous crime:	s
O, carve not with thy hours my love's fair brow,	s
Nor draw no lines there with thine antique pen;	s
Him in thy course untainted do allow	s
For beauty's pattern to succeeding men.	s
Yet, do thy worst, old Time: despite thy wrong,	s
My love shall in my verse ever live young.	s
A woman's face with Nature's own hand painted	s
Hast thou, the master-mistress of my passion;	s
A woman's gentle heart, but not acquainted	s
With shifting change, as is false women's fashion;	s
An eye more bright than theirs, less false in rolling,	s
Gilding the object whereupon it gazeth;	s
A man in hue, all 'hues' in his controlling,	s
Much steals men's eyes and women's souls amazeth.	s
And for a woman wert thou first created;	s
Till Nature, as she wrought thee, fell a-doting,	s
And by addition me of thee defeated,	s
By adding one thing to my purpose nothing.	s
But since she prick'd thee out for women's pleasure,	s
Mine be thy love and thy love's use their treasure.	s
So is it not with me as with that Muse	s
Stirr'd by a painted beauty to his verse,	s
Who heaven itself for ornament doth use	s
And every fair with his fair doth rehearse	s
Making a couplement of proud compare,	s
With sun and moon, with earth and sea's rich gems,	s
With April's first-born flowers, and all things rare	s
O' let me, true in love, but truly write,	s
And then believe me, my love is as fair	s
To make me give the lie to my true sight,	s
As those gold candles fix'd in heaven's air:	s
Let them say more than like of hearsay well;	s
I will not praise that purpose not to sell.	s
My glass shall not persuade me I am old,	s
So long as youth and thou are of one date;	s
But when in thee time's furrows I behold,	s
Then look I death my days should expiate.	s
For all that beauty that doth cover thee	s
Is but the seemly raiment of my heart,	s
Which in thy breast doth live, as thine in me:	s
How can I then be elder than thou art?	s
O, therefore, love, be of thyself so wary	s
As I, not for myself, but for thee will;	s
Bearing thy heart, which I will keep so chary	s
As tender nurse her babe from faring ill.	s
Presume not on thy heart when mine is slain;	s
Thou gavest me thine, not to give back again.	s
As an unperfect actor on the stage	s
And taught it thus anew to greet:	s
Or some fierce thing replete with too much rage,	s
Whose strength's abundance weakens his own heart.	s
So I, for fear of trust, forget to say	s
The perfect ceremony of love's rite,	s
And in mine own love's strength seem to decay,	s
O'ercharged with burden of mine own love's might.	s
O, let my books be then the eloquence	s
And dumb presagers of my speaking breast,	s
More than that tongue that more hath more express'd.	s
O, learn to read what silent love hath writ:	s
When I break twenty? I am perjured most;	s
Mine eye hath play'd the painter and hath stell'd	s
Thy beauty's form in table of my heart;	s
My body is the frame wherein 'tis held,	s
And perspective it is the painter's art.	s
For through the painter must you see his skill,	s
To find where your true image pictured lies;	s
Which in my bosom's shop is hanging still,	s
But, love, hate on, for now I know thy mind;	s
Past cure I am, now reason is past care,	s
Mine eyes have drawn thy shape, and thine for me	s
Delights to peep, to gaze therein on thee;	s
Yet eyes this cunning want to grace their art;	s
They draw but what they see, know not the heart.	s
Let those who are in favour with their stars	s
Of public honour and proud titles boast,	s
Whilst I, whom fortune of such triumph bars,	s
Unlook'd for joy in that I honour most.	s
Great princes' favourites their fair leaves spread	s
But as the marigold at the sun's eye,	s
And in themselves their pride lies buried,	s
The painful warrior famoused for fight,	s
Is from the book of honour razed quite,	s
And all the rest forgot for which he toil'd:	s
Then happy I, that love and am beloved	s
Where I may not remove nor be removed.	s
Lord of my love, to whom in vassalage	s
Thy merit hath my duty strongly knit,	s
To witness duty, not to show my wit:	s
Duty so great, which wit so poor as mine	s
May make seem bare, in wanting words to show it,	s
But that I hope some good conceit of thine	s
In thy soul's thought, all naked, will bestow it;	s
Till whatsoever star that guides my moving	s
Points on me graciously with fair aspect	s
And puts apparel on my tatter'd loving,	s
To show me worthy of thy sweet respect:	s
Then may I dare to boast how I do love thee;	s
Till then not show my head where thou mayst prove me.	s
Weary with toil, I haste me to my bed,	s
The dear repose for limbs with travel tired;	s
But then begins a journey in my head,	s
To work my mind, when body's work's expired:	s
For then my thoughts, from far where I abide,	s
And keep my drooping eyelids open wide,	s
Looking on darkness which the blind do see	s
Save that my soul's imaginary sight	s
Presents thy shadow to my sightless view,	s
Which, like a jewel hung in ghastly night,	s
Makes black night beauteous and her old face new.	s
Lo! thus, by day my limbs, by night my mind,	s
For thee and for myself no quiet find.	s
And thither hied, a sad distemper'd guest,	s
That am debarr'd the benefit of rest?	s
But found no cure: the bath for my help lies	s
But day by night, and night by day, oppress'd?	s
Do in consent shake hands to torture me;	s
The one by toil, the other to complain	s
How far I toil, still farther off from thee.	s
I tell the day, to please them thou art bright	s
Till my bad angel fire my good one out.	s
So flatter I the swart-complexion'd night,	s
When sparkling stars twire not thou gild'st the even.	s
Then, beauteous niggard, why dost thou abuse	s
And night doth nightly make grief's strength	s
When, in disgrace with fortune and men's eyes,	s
I all alone beweep my outcast state	s
And look upon myself and curse my fate,	s
Wishing me like to one more rich in hope,	s
Featured like him, like him with friends possess'd,	s
Desiring this man's art and that man's scope,	s
With what I most enjoy contented least;	s
Haply I think on thee, and then my state,	s
Like to the lark at break of day arising	s
That then I scorn to change my state with kings.	s
When to the sessions of sweet silent thought	s
I summon up remembrance of things past,	s
I sigh the lack of many a thing I sought,	s
And with old woes new wail my dear time's waste:	s
For precious friends hid in death's dateless night,	s
And weep afresh love's long since cancell'd woe,	s
And moan the expense of many a vanish'd sight:	s
Then can I grieve at grievances foregone,	s
And heavily from woe to woe tell o'er	s
The sad account of fore-bemoaned moan,	s
O me, what eyes hath Love put in my head,	s
All losses are restored and sorrows end.	s
Are windows to my breast, where-through the sun	s
And there reigns love and all love's loving parts,	s
And all those friends which I thought buried.	s
How many a holy and obsequious tear	s
Hath dear religious love stol'n from mine eye	s
As interest of the dead, which now appear	s
But things removed that hidden in thee lie!	s
Thou art the grave where buried love doth live,	s
Who all their parts of me to thee did give;	s
Then, gentle cheater, urge not my amiss,	s
Their images I loved I view in thee,	s
And thou, all they, hast all the all of me.	s
If thou survive my well-contented day,	s
When that churl Death my bones with dust shall cover,	s
And shalt by fortune once more re-survey	s
These poor rude lines of thy deceased lover,	s
Compare them with the bettering of the time,	s
And though they be outstripp'd by every pen,	s
Reserve them for my love, not for their rhyme,	s
Exceeded by the height of happier men.	s
O, then vouchsafe me but this loving thought:	s
'Had my friend's Muse grown with this growing age,	s
A dearer birth than this his love had brought,	s
To march in ranks of better equipage:	s
How much more praise deserved thy beauty's use,	s
Theirs for their style I'll read, his for his love.'	s
Full many a glorious morning have I seen	s
Flatter the mountain-tops with sovereign eye,	s
Kissing with golden face the meadows green,	s
Gilding pale streams with heavenly alchemy;	s
Anon permit the basest clouds to ride	s
And from the forlorn world his visage hide,	s
Stealing unseen to west with this disgrace:	s
Thy bosom is endeared with all hearts,	s
But out, alack! he was but one hour mine;	s
The region cloud hath mask'd him from me now.	s
Yet him for this my love no whit disdaineth;	s
Revenge upon myself with present moan?	s
Why didst thou promise such a beauteous day,	s
And make me travel forth without my cloak,	s
To let base clouds o'ertake me in my way,	s
Hiding thy bravery in their rotten smoke?	s
'Tis not enough that through the cloud thou break,	s
To dry the rain on my storm-beaten face,	s
For no man well of such a salve can speak	s
The fairest votary took up that fire	s
Though thou repent, yet I have still the loss:	s
The offender's sorrow lends but weak relief	s
To him that bears the strong offence's cross.	s
Ah! but those tears are pearl which thy love sheds,	s
And they are rich and ransom all ill deeds.	s
Roses have thorns, and silver fountains mud;	s
All men make faults, and even I in this,	s
Authorizing thy trespass with compare,	s
Excusing thy sins more than thy sins are;	s
Where Cupid got new fire--my mistress' eyes.	s
Thy adverse party is thy advocate--	s
And 'gainst myself a lawful plea commence:	s
Such civil war is in my love and hate	s
That I an accessary needs must be	s
Desire is death, which physic did except.	s
For thy sweet love remember'd such wealth brings	s
So shall those blots that do with me remain	s
Without thy help by me be borne alone.	s
In our two loves there is but one respect,	s
Though in our lives a separable spite,	s
Which though it alter not love's sole effect,	s
Yet doth it steal sweet hours from love's delight.	s
Lest my bewailed guilt should do thee shame,	s
Nor thou with public kindness honour me,	s
Unless thou take that honour from thy name:	s
And whether that my angel be turn'd fiend	s
As, thou being mine, mine is thy good report.	s
As a decrepit father takes delight	s
So I, made lame by fortune's dearest spite,	s
Take all my comfort of thy worth and truth.	s
Or any of these all, or all, or more,	s
Entitled in thy parts do crowned sit,	s
I make my love engrafted to this store:	s
So then I am not lame, poor, nor despised,	s
Whilst that this shadow doth such substance give	s
That I in thy abundance am sufficed	s
And by a part of all thy glory live.	s
When I against myself with thee partake?	s
This wish I have; then ten times happy me!	s
How can my Muse want subject to invent,	s
While thou dost breathe, that pour'st into my verse	s
Thine own sweet argument, too excellent	s
For every vulgar paper to rehearse?	s
O, give thyself the thanks, if aught in me	s
Worthy perusal stand against thy sight;	s
For who's so dumb that cannot write to thee,	s
When thou thyself dost give invention light?	s
Be thou the tenth Muse, ten times more in worth	s
Than those old nine which rhymers invocate;	s
And he that calls on thee, let him bring forth	s
Eternal numbers to outlive long date.	s
If my slight Muse do please these curious days,	s
O, how thy worth with manners may I sing,	s
When thou art all the better part of me?	s
What can mine own praise to mine own self bring?	s
And what is 't but mine own when I praise thee?	s
Even for this let us divided live,	s
And our dear love lose name of single one,	s
That by this separation I may give	s
That due to thee which thou deservest alone.	s
O absence, what a torment wouldst thou prove,	s
Were it not thy sour leisure gave sweet leave	s
O, though I love what others do abhor,	s
And that thou teachest how to make one twain,	s
By praising him here who doth hence remain!	s
When all my best doth worship thy defect,	s
What hast thou then more than thou hadst before?	s
To be death's conquest and make worms thine heir.	s
Why dost thou pine within and suffer dearth,	s
Then if for my love thou my love receivest,	s
I cannot blame thee for my love thou usest;	s
But yet be blamed, if thou thyself deceivest	s
By wilful taste of what thyself refusest.	s
I do forgive thy robbery, gentle thief,	s
Although thou steal thee all my poverty;	s
And yet, love knows, it is a greater grief	s
To bear love's wrong than hate's known injury.	s
Lascivious grace, in whom all ill well shows,	s
Those petty wrongs that liberty commits,	s
When I am sometime absent from thy heart,	s
Thy beauty and thy years full well befits,	s
For still temptation follows where thou art.	s
Gentle thou art and therefore to be won,	s
Beauteous thou art, therefore to be assailed;	s
And when a woman woos, what woman's son	s
Will sourly leave her till she have prevailed?	s
Ay me! but yet thou mightest my seat forbear,	s
And chide thy beauty and thy straying youth,	s
Who lead thee in their riot even there	s
Or made them swear against the thing they see;	s
Hers by thy beauty tempting her to thee,	s
That thou hast her, it is not all my grief,	s
And yet it may be said I loved her dearly;	s
A loss in love that touches me more nearly.	s
Loving offenders, thus I will excuse ye:	s
Within be fed, without be rich no more:	s
And for my sake even so doth she abuse me,	s
Suffering my friend for my sake to approve her.	s
If I lose thee, my loss is my love's gain,	s
And losing her, my friend hath found that loss;	s
Both find each other, and I lose both twain,	s
And both for my sake lay on me this cross:	s
But here's the joy; my friend and I are one;	s
Sweet flattery! then she loves but me alone.	s
When most I wink, then do mine eyes best see,	s
But when I sleep, in dreams they look on thee,	s
And darkly bright are bright in dark directed.	s
I guess one angel in another's hell:	s
To the clear day with thy much clearer light,	s
By looking on thee in the living day,	s
When in dead night thy fair imperfect shade	s
Through heavy sleep on sightless eyes doth stay!	s
All days are nights to see till I see thee,	s
And nights bright days when dreams do show thee me.	s
If the dull substance of my flesh were thought,	s
Injurious distance should not stop my way;	s
For then despite of space I would be brought,	s
Oaths of thy love, thy truth, thy constancy,	s
Upon the farthest earth removed from thee;	s
For nimble thought can jump both sea and land	s
As soon as think the place where he would be.	s
To leap large lengths of miles when thou art gone,	s
But that so much of earth and water wrought	s
A maid of Dian's this advantage found,	s
Receiving nought by elements so slow	s
But heavy tears, badges of either's woe.	s
The other two, slight air and purging fire,	s
Are both with thee, wherever I abide;	s
The first my thought, the other my desire,	s
These present-absent with swift motion slide.	s
Am of myself, all tyrant, for thy sake?	s
In tender embassy of love to thee,	s
My life, being made of four, with two alone	s
Until life's composition be recured	s
By those swift messengers return'd from thee,	s
Who even but now come back again, assured	s
Of thy fair health, recounting it to me:	s
This told, I joy; but then no longer glad,	s
I send them back again and straight grow sad.	s
Mine eye and heart are at a mortal war	s
How to divide the conquest of thy sight;	s
Mine eye my heart thy picture's sight would bar,	s
My heart mine eye the freedom of that right.	s
My heart doth plead that thou in him dost lie--	s
A closet never pierced with crystal eyes--	s
But the defendant doth that plea deny	s
And says in him thy fair appearance lies.	s
To 'cide this title is impanneled	s
The clear eye's moiety and the dear heart's part:	s
As thus; mine eye's due is thy outward part,	s
And my heart's right thy inward love of heart.	s
Betwixt mine eye and heart a league is took,	s
And each doth good turns now unto the other:	s
When that mine eye is famish'd for a look,	s
Or heart in love with sighs himself doth smother,	s
With my love's picture then my eye doth feast	s
And to the painted banquet bids my heart;	s
Another time mine eye is my heart's guest	s
And in his thoughts of love doth share a part:	s
So, either by thy picture or my love,	s
For thou not farther than my thoughts canst move,	s
And I am still with them and they with thee;	s
Or, if they sleep, thy picture in my sight	s
Shall worms, inheritors of this excess,	s
How careful was I, when I took my way,	s
Each trifle under truest bars to thrust,	s
That to my use it might unused stay	s
From hands of falsehood, in sure wards of trust!	s
But thou, to whom my jewels trifles are,	s
Most worthy of comfort, now my greatest grief,	s
Thou, best of dearest and mine only care,	s
Painting thy outward walls so costly gay?	s
Thee have I not lock'd up in any chest,	s
Save where thou art not, though I feel thou art,	s
In a cold valley-fountain of that ground;	s
From whence at pleasure thou mayst come and part;	s
And even thence thou wilt be stol'n, I fear,	s
For truth proves thievish for a prize so dear.	s
Against that time, if ever that time come,	s
When I shall see thee frown on my defects,	s
When as thy love hath cast his utmost sum,	s
Call'd to that audit by advised respects;	s
A dateless lively heat, still to endure,	s
Against strange maladies a sovereign cure.	s
Angry that his prescriptions are not kept,	s
Shall reasons find of settled gravity,--	s
Against that time do I ensconce me here	s
Within the knowledge of mine own desert,	s
And this my hand against myself uprear,	s
To guard the lawful reasons on thy part:	s
To leave poor me thou hast the strength of laws,	s
Since why to love I can allege no cause.	s
How heavy do I journey on the way,	s
When what I seek, my weary travel's end,	s
Doth teach that ease and that repose to say	s
Why so large cost, having so short a lease,	s
The beast that bears me, tired with my woe,	s
Plods dully on, to bear that weight in me,	s
As if by some instinct the wretch did know	s
His rider loved not speed, being made from thee:	s
The bloody spur cannot provoke him on	s
That sometimes anger thrusts into his hide;	s
Which heavily he answers with a groan,	s
More sharp to me than spurring to his side;	s
For that same groan doth put this in my mind;	s
My grief lies onward and my joy behind.	s
Thus can my love excuse the slow offence	s
Of my dull bearer when from thee I speed:	s
From where thou art why should I haste me thence?	s
Till I return, of posting is no need.	s
O, what excuse will my poor beast then find,	s
When swift extremity can seem but slow?	s
Then should I spur, though mounted on the wind;	s
In winged speed no motion shall I know:	s
Shall neigh--no dull flesh--in his fiery race;	s
But love, for love, thus shall excuse my jade;	s
Since from thee going he went wilful-slow,	s
Can bring him to his sweet up-locked treasure,	s
The which he will not every hour survey,	s
For blunting the fine point of seldom pleasure.	s
Therefore are feasts so solemn and so rare,	s
Since, seldom coming, in the long year set,	s
Like stones of worth they thinly placed are,	s
Or captain jewels in the carcanet.	s
So is the time that keeps you as my chest,	s
Or as the wardrobe which the robe doth hide,	s
To make some special instant special blest,	s
By new unfolding his imprison'd pride.	s
Blessed are you, whose worthiness gives scope,	s
What is your substance, whereof are you made,	s
That millions of strange shadows on you tend?	s
Since every one hath, every one, one shade,	s
Feeding on that which doth preserve the ill,	s
Describe Adonis, and the counterfeit	s
Is poorly imitated after you;	s
On Helen's cheek all art of beauty set,	s
And you in Grecian tires are painted new:	s
Speak of the spring and foison of the year;	s
The one doth shadow of your beauty show,	s
The other as your bounty doth appear;	s
And you in every blessed shape we know.	s
In all external grace you have some part,	s
But you like none, none you, for constant heart.	s
O, how much more doth beauty beauteous seem	s
By that sweet ornament which truth doth give!	s
The rose looks fair, but fairer we it deem	s
For that sweet odour which doth in it live.	s
The canker-blooms have full as deep a dye	s
If it be not, then love doth well denote	s
Hang on such thorns and play as wantonly	s
When summer's breath their masked buds discloses:	s
But, for their virtue only is their show,	s
My thoughts and my discourse as madmen's are,	s
Die to themselves. Sweet roses do not so;	s
Of their sweet deaths are sweetest odours made:	s
And so of you, beauteous and lovely youth,	s
When that shall fade, my verse distills your truth.	s
Not marble, nor the gilded monuments	s
Of princes, shall outlive this powerful rhyme;	s
Than unswept stone besmear'd with sluttish time.	s
When wasteful war shall statues overturn,	s
And broils root out the work of masonry,	s
Nor Mars his sword nor war's quick fire shall burn	s
The living record of your memory.	s
'Gainst death and all-oblivious enmity	s
Shall you pace forth; your praise shall still find room	s
Even in the eyes of all posterity	s
Wooing his purity with her foul pride.	s
So, till the judgment that yourself arise,	s
You live in this, and dwell in lover's eyes.	s
Sweet love, renew thy force; be it not said	s
Thy edge should blunter be than appetite,	s
Which but to-day by feeding is allay'd,	s
To-morrow sharpen'd in his former might:	s
Thy hungry eyes even till they wink with fullness,	s
To-morrow see again, and do not kill	s
The spirit of love with a perpetual dullness.	s
Let this sad interim like the ocean be	s
Which parts the shore, where two contracted new	s
Come daily to the banks, that, when they see	s
Return of love, more blest may be the view;	s
Else call it winter, which being full of care	s
Makes summer's welcome thrice more wish'd, more rare.	s
Being your slave, what should I do but tend	s
I have no precious time at all to spend,	s
Nor services to do, till you require.	s
Nor dare I chide the world-without-end hour	s
Clouds and eclipses stain both moon and sun,	s
Nor think the bitterness of absence sour	s
When you have bid your servant once adieu;	s
Nor dare I question with my jealous thought	s
Where you may be, or your affairs suppose,	s
And his love-kindling fire did quickly steep	s
So true a fool is love that in your will,	s
Though you do any thing, he thinks no ill.	s
That god forbid that made me first your slave,	s
I should in thought control your times of pleasure,	s
Whence hast thou this becoming of things ill,	s
To me that languish'd for her sake;	s
O, let me suffer, being at your beck,	s
The imprison'd absence of your liberty;	s
And patience, tame to sufferance, bide each check,	s
Without accusing you of injury.	s
Be where you list, your charter is so strong	s
That you yourself may privilege your time	s
To what you will; to you it doth belong	s
Yourself to pardon of self-doing crime.	s
I am to wait, though waiting so be hell;	s
For, thou betraying me, I do betray	s
If there be nothing new, but that which is	s
Hath been before, how are our brains beguiled,	s
Which, labouring for invention, bear amiss	s
The second burden of a former child!	s
O, that record could with a backward look,	s
Even of five hundred courses of the sun,	s
Show me your image in some antique book,	s
To this composed wonder of your frame;	s
Yet this shall I ne'er know, but live in doubt,	s
To subjects worse have given admiring praise.	s
Like as the waves make towards the pebbled shore,	s
So do our minutes hasten to their end;	s
Each changing place with that which goes before,	s
In sequent toil all forwards do contend.	s
Nativity, once in the main of light,	s
Crooked elipses 'gainst his glory fight,	s
And Time that gave doth now his gift confound.	s
Time doth transfix the flourish set on youth	s
And delves the parallels in beauty's brow,	s
Feeds on the rarities of nature's truth,	s
And nothing stands but for his scythe to mow:	s
And yet to times in hope my verse shall stand,	s
Chiding that tongue that ever sweet	s
Is it thy will thy image should keep open	s
My heavy eyelids to the weary night?	s
Dost thou desire my slumbers should be broken,	s
While shadows like to thee do mock my sight?	s
Is it thy spirit that thou send'st from thee	s
So far from home into my deeds to pry,	s
To find out shames and idle hours in me,	s
O, no! thy love, though much, is not so great:	s
It is my love that keeps mine eye awake;	s
Mine own true love that doth my rest defeat,	s
To stand in thy affairs, fall by thy side.	s
To entertain the time with thoughts of love,	s
From me far off, with others all too near.	s
Sin of self-love possesseth all mine eye	s
And all my soul and all my every part;	s
And for this sin there is no remedy,	s
It is so grounded inward in my heart.	s
Methinks no face so gracious is as mine,	s
No shape so true, no truth of such account;	s
And for myself mine own worth do define,	s
As I all other in all worths surmount.	s
But when my glass shows me myself indeed,	s
Beated and chopp'd with tann'd antiquity,	s
Mine own self-love quite contrary I read;	s
Self so self-loving were iniquity.	s
Do I not think on thee, when I forgot	s
Painting my age with beauty of thy days.	s
For I have sworn deep oaths of thy deep kindness,	s
When hours have drain'd his blood and fill'd his brow	s
